CustomerID,Product,Date
1198,Cereal (cornflakes box),2023-01-01
1198,Milk (1L bottle),2023-01-01
1198,"Coffee (ground, 250g pack)",2023-01-01
1198,Chicken Breast (500g),2023-01-01
1219,Toilet Paper (12-roll pack),2023-01-01
1219,Laundry Detergent (2L bottle),2023-01-01
1221,Milk (1L bottle),2023-01-01
1221,Laundry Detergent (2L bottle),2023-01-01
1221,Lettuce (1 head),2023-01-01
1221,Yogurt (4-pack),2023-01-01
1221,Toilet Paper (12-roll pack),2023-01-01
1225,Chicken Breast (500g),2023-01-01
1225,Rice (1kg bag),2023-01-01
1225,Tomatoes (1kg),2023-01-01
1225,Pasta (500g pack),2023-01-01
1225,Apples (1kg),2023-01-01
1226,Laundry Detergent (2L bottle),2023-01-01
1226,Toilet Paper (12-roll pack),2023-01-01
1226,Parmesan Cheese (grated),2023-01-01
1226,Orange Juice (1L carton),2023-01-01
1226,Bananas (1kg),2023-01-01
1227,Milk (1L bottle),2023-01-01
1227,Bananas (1kg),2023-01-01
1227,Yogurt (4-pack),2023-01-01
1227,"Coffee (ground, 250g pack)",2023-01-01
1227,Olive Oil (1L bottle),2023-01-01
1227,Olive Oil (1L bottle),2023-01-01
1232,Tomatoes (1kg),2023-01-01
1232,Green Tea (box of tea bags),2023-01-01
1232,Chicken Breast (500g),2023-01-01
1235,Orange Juice (1L carton),2023-01-01
1235,Cereal (cornflakes box),2023-01-01
1235,Milk (1L bottle),2023-01-01
1253,Laundry Detergent (2L bottle),2023-01-01
1256,Tomatoes (1kg),2023-01-01
1256,Olive Oil (1L bottle),2023-01-01
1256,Orange Juice (1L carton),2023-01-01
1256,Mineral Water (6-pack),2023-01-01
1259,Cereal (cornflakes box),2023-01-01
1259,Yogurt (4-pack),2023-01-01
1259,Bananas (1kg),2023-01-01
1266,Cereal (cornflakes box),2023-01-01
1266,Laundry Detergent (2L bottle),2023-01-01
1266,"Coffee (ground, 250g pack)",2023-01-01
1269,Pasta (500g pack),2023-01-01
1269,Lettuce (1 head),2023-01-01
1269,Olive Oil (1L bottle),2023-01-01
1269,Tomato Sauce (jar),2023-01-01
1269,Toilet Paper (12-roll pack),2023-01-01
1278,Rice (1kg bag),2023-01-01
1278,Milk (1L bottle),2023-01-01
1279,Rice (1kg bag),2023-01-01
1279,Olive Oil (1L bottle),2023-01-01
1280,Milk (1L bottle),2023-01-01
1280,Yogurt (4-pack),2023-01-01
1286,Toilet Paper (12-roll pack),2023-01-01
1286,Apples (1kg),2023-01-01
1286,Laundry Detergent (2L bottle),2023-01-01
1286,Laundry Detergent (2L bottle),2023-01-01
1294,Laundry Detergent (2L bottle),2023-01-01
1294,Lettuce (1 head),2023-01-01
1294,Toilet Paper (12-roll pack),2023-01-01
1295,Mineral Water (6-pack),2023-01-01
1295,Tomato Sauce (jar),2023-01-01
1302,Laundry Detergent (2L bottle),2023-01-01
1302,Tomatoes (1kg),2023-01-01
1302,Toilet Paper (12-roll pack),2023-01-01
1303,Apples (1kg),2023-01-01
1303,"Coffee (ground, 250g pack)",2023-01-01
1303,Cereal (cornflakes box),2023-01-01
1318,Tomato Sauce (jar),2023-01-01
1318,Parmesan Cheese (grated),2023-01-01
1318,"Coffee (ground, 250g pack)",2023-01-01
1318,Lettuce (1 head),2023-01-01
1328,Chicken Breast (500g),2023-01-01
1328,Chicken Breast (500g),2023-01-01
1342,Pasta (500g pack),2023-01-01
1342,Apples (1kg),2023-01-01
1342,Lettuce (1 head),2023-01-01
1342,Parmesan Cheese (grated),2023-01-01
1345,Red Wine (bottle),2023-01-01
1345,Chicken Breast (500g),2023-01-01
1345,Pasta (500g pack),2023-01-01
1345,Rice (1kg bag),2023-01-01
1345,Tomatoes (1kg),2023-01-01
1347,Milk (1L bottle),2023-01-01
1351,Milk (1L bottle),2023-01-01
1352,Red Wine (bottle),2023-01-01
1352,Orange Juice (1L carton),2023-01-01
1361,Parmesan Cheese (grated),2023-01-01
1370,Laundry Detergent (2L bottle),2023-01-01
1370,Milk (1L bottle),2023-01-01
1370,Toilet Paper (12-roll pack),2023-01-01
1374,Laundry Detergent (2L bottle),2023-01-01
1374,Toilet Paper (12-roll pack),2023-01-01
1379,Mineral Water (6-pack),2023-01-01
1379,Cereal (cornflakes box),2023-01-01
1383,Yogurt (4-pack),2023-01-01
1383,Toilet Paper (12-roll pack),2023-01-01
1383,Cereal (cornflakes box),2023-01-01
1385,Cereal (cornflakes box),2023-01-01
1385,Chicken Breast (500g),2023-01-01
1385,"Coffee (ground, 250g pack)",2023-01-01
1395,"Coffee (ground, 250g pack)",2023-01-01
1395,Cereal (cornflakes box),2023-01-01
1395,Pasta (500g pack),2023-01-01
1395,Rice (1kg bag),2023-01-01
1395,Red Wine (bottle),2023-01-01
1404,Lettuce (1 head),2023-01-01
1404,Tomatoes (1kg),2023-01-01
1404,Yogurt (4-pack),2023-01-01
1408,Tomato Sauce (jar),2023-01-01
1432,Laundry Detergent (2L bottle),2023-01-01
1432,Toilet Paper (12-roll pack),2023-01-01
1441,Milk (1L bottle),2023-01-01
1441,Chicken Breast (500g),2023-01-01
1441,Cereal (cornflakes box),2023-01-01
1442,Toilet Paper (12-roll pack),2023-01-01
1442,Laundry Detergent (2L bottle),2023-01-01
1451,Toilet Paper (12-roll pack),2023-01-01
1451,Parmesan Cheese (grated),2023-01-01
1451,Tomato Sauce (jar),2023-01-01
1464,"Coffee (ground, 250g pack)",2023-01-01
1464,Milk (1L bottle),2023-01-01
1466,Tomato Sauce (jar),2023-01-01
1466,Orange Juice (1L carton),2023-01-01
1466,Pasta (500g pack),2023-01-01
1466,Milk (1L bottle),2023-01-01
1469,Green Tea (box of tea bags),2023-01-01
1470,Milk (1L bottle),2023-01-01
1470,Cereal (cornflakes box),2023-01-01
1474,Milk (1L bottle),2023-01-01
1474,Lettuce (1 head),2023-01-01
1474,Olive Oil (1L bottle),2023-01-01
1474,"Coffee (ground, 250g pack)",2023-01-01
1474,Olive Oil (1L bottle),2023-01-01
1474,Milk (1L bottle),2023-01-01
1475,Tomatoes (1kg),2023-01-01
1475,Lettuce (1 head),2023-01-01
1475,Chicken Breast (500g),2023-01-01
1475,Olive Oil (1L bottle),2023-01-01
1490,Milk (1L bottle),2023-01-01
1490,Apples (1kg),2023-01-01
1490,Parmesan Cheese (grated),2023-01-01
1490,Pasta (500g pack),2023-01-01
1490,Cereal (cornflakes box),2023-01-01
1490,Green Tea (box of tea bags),2023-01-01
1491,Bananas (1kg),2023-01-01
1491,Yogurt (4-pack),2023-01-01
1496,Tomatoes (1kg),2023-01-01
1496,Milk (1L bottle),2023-01-01
1497,Tomatoes (1kg),2023-01-01
1497,Pasta (500g pack),2023-01-01
1498,Red Wine (bottle),2023-01-01
1498,Chicken Breast (500g),2023-01-01
1498,Pasta (500g pack),2023-01-01
1499,Olive Oil (1L bottle),2023-01-01
1499,Rice (1kg bag),2023-01-01
1516,Yogurt (4-pack),2023-01-01
1516,Bananas (1kg),2023-01-01
1516,Milk (1L bottle),2023-01-01
1524,Milk (1L bottle),2023-01-01
1528,Red Wine (bottle),2023-01-01
1528,Pasta (500g pack),2023-01-01
1528,Chicken Breast (500g),2023-01-01
1530,Rice (1kg bag),2023-01-01
1530,Milk (1L bottle),2023-01-01
1530,Olive Oil (1L bottle),2023-01-01
1530,Chicken Breast (500g),2023-01-01
1538,Toilet Paper (12-roll pack),2023-01-01
1538,Laundry Detergent (2L bottle),2023-01-01
1552,Laundry Detergent (2L bottle),2023-01-01
1552,Toilet Paper (12-roll pack),2023-01-01
1554,Milk (1L bottle),2023-01-01
1554,"Coffee (ground, 250g pack)",2023-01-01
1554,Green Tea (box of tea bags),2023-01-01
1554,Green Tea (box of tea bags),2023-01-01
1566,Apples (1kg),2023-01-01
1566,Lettuce (1 head),2023-01-01
1566,Bananas (1kg),2023-01-01
1584,Tomato Sauce (jar),2023-01-01
1584,Chicken Breast (500g),2023-01-01
1006,Apples (1kg),2023-01-02
1008,Mineral Water (6-pack),2023-01-02
1008,Lettuce (1 head),2023-01-02
1008,Apples (1kg),2023-01-02
1013,Mineral Water (6-pack),2023-01-02
1043,Bananas (1kg),2023-01-02
1043,Laundry Detergent (2L bottle),2023-01-02
1043,Apples (1kg),2023-01-02
1043,Mineral Water (6-pack),2023-01-02
1046,Milk (1L bottle),2023-01-02
1047,Parmesan Cheese (grated),2023-01-02
1047,Tomatoes (1kg),2023-01-02
1047,Pasta (500g pack),2023-01-02
1057,Toilet Paper (12-roll pack),2023-01-02
1057,Bananas (1kg),2023-01-02
1057,Apples (1kg),2023-01-02
1057,Parmesan Cheese (grated),2023-01-02
1057,Laundry Detergent (2L bottle),2023-01-02
1057,Yogurt (4-pack),2023-01-02
1063,Rice (1kg bag),2023-01-02
1063,Toilet Paper (12-roll pack),2023-01-02
1063,Chicken Breast (500g),2023-01-02
1064,Orange Juice (1L carton),2023-01-02
1064,Chicken Breast (500g),2023-01-02
1064,Bananas (1kg),2023-01-02
1078,Laundry Detergent (2L bottle),2023-01-02
1083,Milk (1L bottle),2023-01-02
1083,Parmesan Cheese (grated),2023-01-02
1083,"Coffee (ground, 250g pack)",2023-01-02
1101,Red Wine (bottle),2023-01-02
1101,Mineral Water (6-pack),2023-01-02
1101,Chicken Breast (500g),2023-01-02
1101,Tomatoes (1kg),2023-01-02
1102,Milk (1L bottle),2023-01-02
1102,Olive Oil (1L bottle),2023-01-02
1102,Cereal (cornflakes box),2023-01-02
1102,Olive Oil (1L bottle),2023-01-02
1106,Parmesan Cheese (grated),2023-01-02
1122,Laundry Detergent (2L bottle),2023-01-02
1122,Milk (1L bottle),2023-01-02
1122,Tomato Sauce (jar),2023-01-02
1122,Toilet Paper (12-roll pack),2023-01-02
1127,Orange Juice (1L carton),2023-01-02
1127,Bananas (1kg),2023-01-02
1127,Mineral Water (6-pack),2023-01-02
1127,Orange Juice (1L carton),2023-01-02
1130,Green Tea (box of tea bags),2023-01-02
1130,Chicken Breast (500g),2023-01-02
1130,Rice (1kg bag),2023-01-02
1148,Toilet Paper (12-roll pack),2023-01-02
1148,Laundry Detergent (2L bottle),2023-01-02
1149,Milk (1L bottle),2023-01-02
1151,Olive Oil (1L bottle),2023-01-02
1151,Tomatoes (1kg),2023-01-02
1155,Olive Oil (1L bottle),2023-01-02
1155,Red Wine (bottle),2023-01-02
1155,Tomato Sauce (jar),2023-01-02
1155,Rice (1kg bag),2023-01-02
1156,Laundry Detergent (2L bottle),2023-01-02
1165,Parmesan Cheese (grated),2023-01-02
1165,Toilet Paper (12-roll pack),2023-01-02
1165,Cereal (cornflakes box),2023-01-02
1165,Tomato Sauce (jar),2023-01-02
1165,Laundry Detergent (2L bottle),2023-01-02
1165,Milk (1L bottle),2023-01-02
1169,Orange Juice (1L carton),2023-01-02
1169,Cereal (cornflakes box),2023-01-02
1169,Red Wine (bottle),2023-01-02
1169,Apples (1kg),2023-01-02
1169,Bananas (1kg),2023-01-02
1171,Lettuce (1 head),2023-01-02
1171,Olive Oil (1L bottle),2023-01-02
1171,Tomatoes (1kg),2023-01-02
1172,Bananas (1kg),2023-01-02
1172,Red Wine (bottle),2023-01-02
1172,Tomatoes (1kg),2023-01-02
1178,Laundry Detergent (2L bottle),2023-01-02
1178,Cereal (cornflakes box),2023-01-02
1178,Toilet Paper (12-roll pack),2023-01-02
1185,Laundry Detergent (2L bottle),2023-01-02
1189,Parmesan Cheese (grated),2023-01-02
1189,Orange Juice (1L carton),2023-01-02
1189,Tomato Sauce (jar),2023-01-02
1189,Olive Oil (1L bottle),2023-01-02
1190,Bananas (1kg),2023-01-02
1190,Yogurt (4-pack),2023-01-02
1190,Pasta (500g pack),2023-01-02
1190,Olive Oil (1L bottle),2023-01-02
1193,Toilet Paper (12-roll pack),2023-01-02
1193,Laundry Detergent (2L bottle),2023-01-02
1193,Orange Juice (1L carton),2023-01-02
1205,Milk (1L bottle),2023-01-02
1210,Milk (1L bottle),2023-01-02
1210,Pasta (500g pack),2023-01-02
1210,Cereal (cornflakes box),2023-01-02
1212,Milk (1L bottle),2023-01-02
1212,Laundry Detergent (2L bottle),2023-01-02
1212,Chicken Breast (500g),2023-01-02
1212,Apples (1kg),2023-01-02
1212,"Coffee (ground, 250g pack)",2023-01-02
1216,Cereal (cornflakes box),2023-01-02
1216,Milk (1L bottle),2023-01-02
1216,Green Tea (box of tea bags),2023-01-02
1221,Red Wine (bottle),2023-01-02
1221,Pasta (500g pack),2023-01-02
1221,Mineral Water (6-pack),2023-01-02
1237,Toilet Paper (12-roll pack),2023-01-02
1237,Laundry Detergent (2L bottle),2023-01-02
1237,Pasta (500g pack),2023-01-02
1238,Bananas (1kg),2023-01-02
1238,Laundry Detergent (2L bottle),2023-01-02
1242,Milk (1L bottle),2023-01-02
1242,Laundry Detergent (2L bottle),2023-01-02
1242,Orange Juice (1L carton),2023-01-02
1242,Toilet Paper (12-roll pack),2023-01-02
1250,Lettuce (1 head),2023-01-02
1253,Cereal (cornflakes box),2023-01-02
1253,"Coffee (ground, 250g pack)",2023-01-02
1253,Green Tea (box of tea bags),2023-01-02
1269,Cereal (cornflakes box),2023-01-02
1269,Bananas (1kg),2023-01-02
1278,Tomato Sauce (jar),2023-01-02
1281,Olive Oil (1L bottle),2023-01-02
1281,Toilet Paper (12-roll pack),2023-01-02
1281,Tomato Sauce (jar),2023-01-02
1281,Rice (1kg bag),2023-01-02
1287,Mineral Water (6-pack),2023-01-02
1287,Orange Juice (1L carton),2023-01-02
1287,Cereal (cornflakes box),2023-01-02
1295,Milk (1L bottle),2023-01-02
1295,Cereal (cornflakes box),2023-01-02
1302,Toilet Paper (12-roll pack),2023-01-02
1302,Laundry Detergent (2L bottle),2023-01-02
1311,Bananas (1kg),2023-01-02
1311,Yogurt (4-pack),2023-01-02
1311,Mineral Water (6-pack),2023-01-02
1315,Yogurt (4-pack),2023-01-02
1315,Bananas (1kg),2023-01-02
1322,Toilet Paper (12-roll pack),2023-01-02
1322,Laundry Detergent (2L bottle),2023-01-02
1322,Cereal (cornflakes box),2023-01-02
1322,"Coffee (ground, 250g pack)",2023-01-02
1331,Red Wine (bottle),2023-01-02
1331,Chicken Breast (500g),2023-01-02
1331,Pasta (500g pack),2023-01-02
1331,Toilet Paper (12-roll pack),2023-01-02
1331,Bananas (1kg),2023-01-02
1335,Red Wine (bottle),2023-01-02
1335,Pasta (500g pack),2023-01-02
1335,Milk (1L bottle),2023-01-02
1335,Chicken Breast (500g),2023-01-02
1342,Green Tea (box of tea bags),2023-01-02
1347,Toilet Paper (12-roll pack),2023-01-02
1347,Laundry Detergent (2L bottle),2023-01-02
1347,Orange Juice (1L carton),2023-01-02
1347,Lettuce (1 head),2023-01-02
1348,Apples (1kg),2023-01-02
1351,Cereal (cornflakes box),2023-01-02
1351,Chicken Breast (500g),2023-01-02
1351,Mineral Water (6-pack),2023-01-02
1352,Toilet Paper (12-roll pack),2023-01-02
1352,Milk (1L bottle),2023-01-02
1355,Lettuce (1 head),2023-01-02
1355,Olive Oil (1L bottle),2023-01-02
1383,Toilet Paper (12-roll pack),2023-01-02
1385,Olive Oil (1L bottle),2023-01-02
1385,Tomatoes (1kg),2023-01-02
1385,Chicken Breast (500g),2023-01-02
1386,Tomato Sauce (jar),2023-01-02
1386,Tomatoes (1kg),2023-01-02
1386,Chicken Breast (500g),2023-01-02
1386,Parmesan Cheese (grated),2023-01-02
1386,Bananas (1kg),2023-01-02
1393,Cereal (cornflakes box),2023-01-02
1393,"Coffee (ground, 250g pack)",2023-01-02
1393,Mineral Water (6-pack),2023-01-02
1398,Parmesan Cheese (grated),2023-01-02
1398,Chicken Breast (500g),2023-01-02
1398,Pasta (500g pack),2023-01-02
1398,Tomato Sauce (jar),2023-01-02
1401,Toilet Paper (12-roll pack),2023-01-02
1401,Laundry Detergent (2L bottle),2023-01-02
1402,Rice (1kg bag),2023-01-02
1402,Orange Juice (1L carton),2023-01-02
1403,Toilet Paper (12-roll pack),2023-01-02
1403,Parmesan Cheese (grated),2023-01-02
1403,Red Wine (bottle),2023-01-02
1417,Orange Juice (1L carton),2023-01-02
1417,Chicken Breast (500g),2023-01-02
1417,Cereal (cornflakes box),2023-01-02
1417,Red Wine (bottle),2023-01-02
1430,Milk (1L bottle),2023-01-02
1430,Pasta (500g pack),2023-01-02
1430,Tomatoes (1kg),2023-01-02
1430,Laundry Detergent (2L bottle),2023-01-02
1430,Mineral Water (6-pack),2023-01-02
1430,Toilet Paper (12-roll pack),2023-01-02
1430,Red Wine (bottle),2023-01-02
1434,Mineral Water (6-pack),2023-01-02
1434,Red Wine (bottle),2023-01-02
1438,"Coffee (ground, 250g pack)",2023-01-02
1438,Green Tea (box of tea bags),2023-01-02
1438,Orange Juice (1L carton),2023-01-02
1438,Cereal (cornflakes box),2023-01-02
1441,Tomatoes (1kg),2023-01-02
1441,Laundry Detergent (2L bottle),2023-01-02
1441,Apples (1kg),2023-01-02
1441,Olive Oil (1L bottle),2023-01-02
1441,Rice (1kg bag),2023-01-02
1442,Orange Juice (1L carton),2023-01-02
1442,Cereal (cornflakes box),2023-01-02
1443,Mineral Water (6-pack),2023-01-02
1443,Tomato Sauce (jar),2023-01-02
1443,Pasta (500g pack),2023-01-02
1445,Cereal (cornflakes box),2023-01-02
1451,Apples (1kg),2023-01-02
1451,Bananas (1kg),2023-01-02
1451,Orange Juice (1L carton),2023-01-02
1455,Mineral Water (6-pack),2023-01-02
1455,Cereal (cornflakes box),2023-01-02
1455,"Coffee (ground, 250g pack)",2023-01-02
1470,Milk (1L bottle),2023-01-02
1472,Tomatoes (1kg),2023-01-02
1472,Olive Oil (1L bottle),2023-01-02
1472,"Coffee (ground, 250g pack)",2023-01-02
1481,Milk (1L bottle),2023-01-02
1481,Chicken Breast (500g),2023-01-02
1490,Parmesan Cheese (grated),2023-01-02
1490,Tomatoes (1kg),2023-01-02
1490,Apples (1kg),2023-01-02
1505,Tomato Sauce (jar),2023-01-02
1505,Green Tea (box of tea bags),2023-01-02
1519,Laundry Detergent (2L bottle),2023-01-02
1519,Toilet Paper (12-roll pack),2023-01-02
1519,Orange Juice (1L carton),2023-01-02
1525,Yogurt (4-pack),2023-01-02
1525,Parmesan Cheese (grated),2023-01-02
1525,Bananas (1kg),2023-01-02
1525,Tomato Sauce (jar),2023-01-02
1538,Milk (1L bottle),2023-01-02
1538,Cereal (cornflakes box),2023-01-02
1538,"Coffee (ground, 250g pack)",2023-01-02
1542,Toilet Paper (12-roll pack),2023-01-02
1542,Milk (1L bottle),2023-01-02
1542,Red Wine (bottle),2023-01-02
1554,Green Tea (box of tea bags),2023-01-02
1554,Milk (1L bottle),2023-01-02
1554,Tomatoes (1kg),2023-01-02
1554,Cereal (cornflakes box),2023-01-02
1556,Toilet Paper (12-roll pack),2023-01-02
1556,Laundry Detergent (2L bottle),2023-01-02
1565,Laundry Detergent (2L bottle),2023-01-02
1569,Chicken Breast (500g),2023-01-02
1573,Tomatoes (1kg),2023-01-02
1573,Parmesan Cheese (grated),2023-01-02
1579,Milk (1L bottle),2023-01-02
1579,Cereal (cornflakes box),2023-01-02
1579,Yogurt (4-pack),2023-01-02
1579,Tomato Sauce (jar),2023-01-02
1579,Olive Oil (1L bottle),2023-01-02
1579,"Coffee (ground, 250g pack)",2023-01-02
1590,Milk (1L bottle),2023-01-02
1590,Toilet Paper (12-roll pack),2023-01-02
1590,Yogurt (4-pack),2023-01-02
1596,Pasta (500g pack),2023-01-02
1596,Red Wine (bottle),2023-01-02
1001,Laundry Detergent (2L bottle),2023-01-03
1001,Toilet Paper (12-roll pack),2023-01-03
1005,"Coffee (ground, 250g pack)",2023-01-03
1005,Cereal (cornflakes box),2023-01-03
1005,Olive Oil (1L bottle),2023-01-03
1005,Milk (1L bottle),2023-01-03
1032,Laundry Detergent (2L bottle),2023-01-03
1032,Toilet Paper (12-roll pack),2023-01-03
1032,Tomato Sauce (jar),2023-01-03
1038,Laundry Detergent (2L bottle),2023-01-03
1038,Toilet Paper (12-roll pack),2023-01-03
1038,Mineral Water (6-pack),2023-01-03
1042,Milk (1L bottle),2023-01-03
1047,Toilet Paper (12-roll pack),2023-01-03
1047,Rice (1kg bag),2023-01-03
1047,Lettuce (1 head),2023-01-03
1051,Olive Oil (1L bottle),2023-01-03
1055,Yogurt (4-pack),2023-01-03
1055,Rice (1kg bag),2023-01-03
1055,Olive Oil (1L bottle),2023-01-03
1055,"Coffee (ground, 250g pack)",2023-01-03
1059,Olive Oil (1L bottle),2023-01-03
1063,Toilet Paper (12-roll pack),2023-01-03
1063,Yogurt (4-pack),2023-01-03
1063,Tomato Sauce (jar),2023-01-03
1063,Laundry Detergent (2L bottle),2023-01-03
1063,Tomato Sauce (jar),2023-01-03
1065,Parmesan Cheese (grated),2023-01-03
1065,Laundry Detergent (2L bottle),2023-01-03
1078,Green Tea (box of tea bags),2023-01-03
1079,Yogurt (4-pack),2023-01-03
1079,Laundry Detergent (2L bottle),2023-01-03
1079,Bananas (1kg),2023-01-03
1079,Cereal (cornflakes box),2023-01-03
1091,Cereal (cornflakes box),2023-01-03
1091,Lettuce (1 head),2023-01-03
1091,Pasta (500g pack),2023-01-03
1091,Orange Juice (1L carton),2023-01-03
1091,Milk (1L bottle),2023-01-03
1091,"Coffee (ground, 250g pack)",2023-01-03
1091,Olive Oil (1L bottle),2023-01-03
1109,Laundry Detergent (2L bottle),2023-01-03
1109,Toilet Paper (12-roll pack),2023-01-03
1109,Tomato Sauce (jar),2023-01-03
1109,Red Wine (bottle),2023-01-03
1126,Chicken Breast (500g),2023-01-03
1130,Rice (1kg bag),2023-01-03
1130,Chicken Breast (500g),2023-01-03
1130,Olive Oil (1L bottle),2023-01-03
1134,Toilet Paper (12-roll pack),2023-01-03
1134,Parmesan Cheese (grated),2023-01-03
1135,Bananas (1kg),2023-01-03
1140,Olive Oil (1L bottle),2023-01-03
1140,Tomatoes (1kg),2023-01-03
1140,Lettuce (1 head),2023-01-03
1141,Orange Juice (1L carton),2023-01-03
1141,Cereal (cornflakes box),2023-01-03
1141,Bananas (1kg),2023-01-03
1143,Orange Juice (1L carton),2023-01-03
1143,Bananas (1kg),2023-01-03
1144,Pasta (500g pack),2023-01-03
1144,Mineral Water (6-pack),2023-01-03
1144,Rice (1kg bag),2023-01-03
1144,Parmesan Cheese (grated),2023-01-03
1153,Rice (1kg bag),2023-01-03
1153,Red Wine (bottle),2023-01-03
1153,Chicken Breast (500g),2023-01-03
1155,Rice (1kg bag),2023-01-03
1157,Milk (1L bottle),2023-01-03
1157,Cereal (cornflakes box),2023-01-03
1165,Toilet Paper (12-roll pack),2023-01-03
1165,Green Tea (box of tea bags),2023-01-03
1179,Apples (1kg),2023-01-03
1179,Bananas (1kg),2023-01-03
1179,Rice (1kg bag),2023-01-03
1185,Laundry Detergent (2L bottle),2023-01-03
1185,Tomatoes (1kg),2023-01-03
1185,Bananas (1kg),2023-01-03
1193,Cereal (cornflakes box),2023-01-03
1193,Yogurt (4-pack),2023-01-03
1220,Olive Oil (1L bottle),2023-01-03
1220,Rice (1kg bag),2023-01-03
1220,Bananas (1kg),2023-01-03
1227,Apples (1kg),2023-01-03
1227,Olive Oil (1L bottle),2023-01-03
1227,"Coffee (ground, 250g pack)",2023-01-03
1227,Cereal (cornflakes box),2023-01-03
1227,Tomatoes (1kg),2023-01-03
1236,Red Wine (bottle),2023-01-03
1236,Tomato Sauce (jar),2023-01-03
1240,Milk (1L bottle),2023-01-03
